client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total,anomaly_score,is_anomaly,ja4_present,duration_s,bytes_per_packet,bytes_per_s,c2s_to_s2c_ratio,s2c_to_c2s_ratio,is_tls,is_tls_nonstandard_port,timeline_bucket_id,timeline_bucket_s
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695928969720257000,1695929032766214000,63045957000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.0010728003,0,1,63.045957,110.0,10.468553915360504,660.0,0.0,1,1,28265482,1695928920
10.10.20.147,10.10.20.20,65184,53,17,2,1,1,232,78,154,232,78,154,1695928825600338000,1695928825600747000,409000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.000409,116.0,567237.1638141809,0.5064935064935064,1.9743589743589745,1,1,28265480,1695928800
10.10.20.147,10.10.20.1,137,137,17,4,4,0,440,440,0,440,440,0,1695928732816226000,1695928852799988000,119983762000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.001116278,0,1,119.983762,110.0,3.6671628949257316,440.0,0.0,1,1,28265478,1695928680
10.10.20.147,10.10.20.20,59515,53,17,2,1,1,168,76,92,168,76,92,1695928690037385000,1695928690123197000,85812000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00014018599,0,1,0.085812,84.0,1957.7681443154804,0.8260869565217391,1.2105263157894737,1,1,28265478,1695928680
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695928612709715000,1695928731255116000,118545401000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,118.545401,110.0,2.7837435886694584,330.0,0.0,1,1,28265476,1695928560
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695928570490394000,1695928631569070000,61078676000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.078676,62.5,8.186163039945397,1.0,1.0,1,0,28265476,1695928560
10.10.20.147,10.10.20.20,55857,53,17,2,1,1,308,154,154,308,154,154,1695929029672502000,1695929029673490000,988000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.0029609264,0,1,0.000988,154.0,311740.89068825915,1.0,1.0,1,1,28265483,1695928980
10.10.20.147,157.245.106.203,51072,443,6,3,3,0,193,193,0,193,193,0,1695928454990722000,1695928454990993000,271000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000271,64.33333333333333,712177.1217712178,193.0,0.0,1,0,28265474,1695928440
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695928450037857000,1695928510537832000,60499975000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.499975,62.5,8.264466224986043,1.0,1.0,1,0,28265474,1695928440
10.10.20.147,157.245.106.203,51072,443,6,14,6,8,3018,836,2182,3018,836,2182,1695928387684090000,1695928454990412000,67306322000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571,0.9967347,1,1,67.306322,215.57142857142858,44.83977002932949,0.383134738771769,2.610047846889952,1,0,28265473,1695928380
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695928371181051000,1695928489678868000,118497817000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,118.497817,110.0,2.7848614291350193,330.0,0.0,1,1,28265472,1695928320
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695928328705618000,1695928390102224000,61396606000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.396606,62.5,8.143772637855585,1.0,1.0,1,0,28265472,1695928320
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695928326892219000,1695928326893328000,1109000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.0,0.00033655006,0,1,0.001109,162.0,292155.09467989183,1.0,1.0,1,1,28265472,1695928320
10.10.20.147,10.10.20.1,137,137,17,4,4,0,440,440,0,440,440,0,1695928249750949000,1695928369665519000,119914570000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.001116278,0,1,119.91457,110.0,3.6692788874612985,440.0,0.0,1,1,28265470,1695928200
10.10.20.147,10.10.20.20,60145,53,17,2,1,1,227,76,151,227,76,151,1695928225661852000,1695928225662188000,336000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.000595686,0,1,0.000336,113.5,675595.2380952381,0.5033112582781457,1.986842105263158,1,1,28265470,1695928200
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695928207717712000,1695928268767955000,61050243000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.050243,62.5,8.189975591088146,1.0,1.0,1,0,28265470,1695928200
10.10.20.147,224.0.0.252,54510,5355,17,1,1,0,75,75,0,75,75,0,1695929029671485000,1695929029671485000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265483,1695928980
157.245.106.203,10.10.20.147,443,51070,6,2,2,0,108,108,0,108,108,0,1695928145334091000,1695928145334212000,121000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004593785,0,1,0.000121,54.0,892561.9834710744,108.0,0.0,1,1,28265469,1695928140
10.10.20.147,157.245.106.203,51070,443,6,3,3,0,193,193,0,193,193,0,1695928145333808000,1695928145334075000,267000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000267,64.33333333333333,722846.4419475655,193.0,0.0,1,0,28265469,1695928140
10.10.20.147,10.10.20.20,51071,445,6,29,17,12,8456,5704,2752,8456,5704,2752,1695928132191372000,1695928142952305000,10760933000,2,1,1,28,0,1,19,0,-,0,0,0,-,-,-,291.586,0.061038557,0,1,10.760933,291.58620689655174,785.8054687265501,2.072674418604651,0.48246844319775595,1,1,28265468,1695928080
10.10.20.147,239.255.255.250,51267,1900,17,6,6,0,1074,1074,0,1074,1074,0,1695928129747578000,1695928144779655000,15032077000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.0,0.0014758334,0,1,15.032077,179.0,71.44721251760485,1074.0,0.0,1,1,28265468,1695928080
10.10.20.147,10.10.20.20,62778,53,17,2,1,1,308,154,154,308,154,154,1695928129747391000,1695928129748566000,1175000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.00033189222,0,1,0.001175,154.0,262127.65957446807,1.0,1.0,1,1,28265468,1695928080
10.10.20.147,157.245.106.203,51070,443,6,14,6,8,3018,836,2182,3018,836,2182,1695928078005307000,1695928145333484000,67328177000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571,0.9967347,1,1,67.328177,215.57142857142858,44.8252148576665,0.383134738771769,2.610047846889952,1,0,28265467,1695928020
10.10.20.147,10.10.20.20,64383,53,17,2,1,1,168,76,92,168,76,92,1695928077934041000,1695928078004572000,70531000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011885788,0,1,0.070531,84.0,2381.931349335753,0.8260869565217391,1.2105263157894737,1,1,28265467,1695928020
10.10.20.147,10.10.20.20,61632,53,17,2,1,1,168,76,92,168,76,92,1695927771224220000,1695927772595583000,1371363000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00029998392,0,1,1.371363,84.0,122.50585731130269,0.8260869565217391,1.2105263157894737,1,1,28265462,1695927720
10.10.20.147,10.10.20.20,54068,53,17,2,1,1,227,76,151,227,76,151,1695929425503758000,1695929425504036000,278000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.000595686,0,1,0.000278,113.5,816546.7625899281,0.5033112582781457,1.986842105263158,1,1,28265490,1695929400
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927724958992000,1695927785787511000,60828519000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.828519,62.5,8.219828597174953,1.0,1.0,1,0,28265462,1695927720
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695927709724542000,1695927712862989000,3138447000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.138447,110.0,105.14754590407293,330.0,0.0,1,1,28265461,1695927660
10.10.20.147,10.10.20.20,57060,53,17,2,1,1,227,76,151,227,76,151,1695927625587095000,1695927625636408000,49313000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.00011416984,0,1,0.049313,113.5,4603.248636262243,0.5033112582781457,1.986842105263158,1,1,28265460,1695927600
10.10.20.147,10.10.20.20,54952,53,17,2,1,1,232,78,154,232,78,154,1695927625586228000,1695927625586638000,410000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.00041,116.0,565853.6585365854,0.5064935064935064,1.9743589743589745,1,1,28265460,1695927600
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927604644256000,1695927665019765000,60375509000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.375509,62.5,8.281503680573525,1.0,1.0,1,0,28265460,1695927600
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695927589720299000,1695927592768539000,3048240000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.04824,110.0,108.25919218959137,330.0,0.0,1,1,28265459,1695927540
157.245.106.203,10.10.20.147,443,51068,6,2,2,0,108,108,0,108,108,0,1695927533076719000,1695927533076743000,24000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.011105437,0,1,2.4e-05,54.0,4500000.0,108.0,0.0,1,1,28265458,1695927480
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927484329123000,1695927544688706000,60359583000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.359583,62.5,8.283688772336284,1.0,1.0,1,0,28265458,1695927480
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695927469717611000,1695927472797025000,3079414000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.079414,110.0,107.1632459942054,330.0,0.0,1,1,28265457,1695927420
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927364028577000,1695927424374485000,60345908000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.345908,62.5,8.285565940941678,1.0,1.0,1,0,28265456,1695927360
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695927349685755000,1695927352731519000,3045764000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.045764,110.0,108.34719958604803,330.0,0.0,1,1,28265455,1695927300
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695927314692134000,1695927314692134000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265455,1695927300
10.10.20.147,10.10.20.20,57222,53,17,2,1,1,259,77,182,259,77,182,1695927294791656000,1695927294797393000,5737000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,129.5,0.00012998794,0,1,0.005737,129.5,45145.54645284992,0.4230769230769231,2.3636363636363638,1,1,28265454,1695927240
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927243152061000,1695927304088792000,60936731000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.936731,62.5,8.20523175094509,1.0,1.0,1,0,28265454,1695927240
10.10.20.147,52.168.117.169,51066,443,6,1,1,0,54,54,0,54,54,0,1695927237199933000,1695927237199933000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265453,1695927180
10.10.20.147,52.168.117.169,51066,443,6,29,13,16,8644,2798,5846,8644,2798,5846,1695927234413732000,1695927237085837000,2672105000,2,1,1,28,1,0,13,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,298.069,0.9988018,1,1,2.672105,298.0689655172414,3234.902820061337,0.4786178583646938,2.089349535382416,1,0,28265453,1695927180
10.10.20.147,10.10.20.20,51065,445,6,24,14,10,7514,5406,2108,7514,5406,2108,1695927232157512000,1695927242887996000,10730484000,2,1,1,23,0,1,16,0,-,0,0,0,-,-,-,313.083,0.24763416,0,1,10.730484,313.0833333333333,700.2480037247154,2.564516129032258,0.389937106918239,1,1,28265453,1695927180
10.10.20.147,10.10.20.20,55709,53,17,2,1,1,194,89,105,194,89,105,1695927232155585000,1695927232156039000,454000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,97.0,0.0005321935,0,1,0.000454,97.0,427312.7753303965,0.8476190476190476,1.1797752808988764,1,1,28265453,1695927180
157.245.106.203,10.10.20.147,443,51064,6,2,2,0,108,108,0,108,108,0,1695927230787492000,1695927230787571000,79000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004593785,0,1,7.9e-05,54.0,1367088.6075949369,108.0,0.0,1,1,28265453,1695927180
10.10.20.147,157.245.106.203,51064,443,6,3,3,0,193,193,0,193,193,0,1695927230787106000,1695927230787400000,294000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000294,64.33333333333333,656462.5850340136,193.0,0.0,1,0,28265453,1695927180
10.10.20.147,239.255.255.250,51267,1900,17,6,6,0,1074,1074,0,1074,1074,0,1695927229697391000,1695927244729291000,15031900000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.0,0.0014758334,0,1,15.0319,179.0,71.44805380557348,1074.0,0.0,1,1,28265453,1695927180
10.10.20.147,157.245.106.203,51064,443,6,14,6,8,3018,836,2182,3018,836,2182,1695927163625324000,1695927230786694000,67161370000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571,0.9967347,1,1,67.16137,215.57142857142858,44.93654611274308,0.383134738771769,2.610047846889952,1,0,28265452,1695927120
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927122742085000,1695927183212154000,60470069000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.470069,62.5,8.268553488834286,1.0,1.0,1,0,28265452,1695927120
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695927049692953000,1695927052740397000,3047444000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.047444,110.0,108.28746976154443,330.0,0.0,1,1,28265450,1695927000
10.10.20.147,10.10.20.20,56197,53,17,2,1,1,227,76,151,227,76,151,1695927025526360000,1695927025526671000,311000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.5,0.000595686,0,1,0.000311,113.5,729903.5369774919,0.5033112582781457,1.986842105263158,1,1,28265450,1695927000
10.10.20.147,10.10.20.20,55557,53,17,2,1,1,232,78,154,232,78,154,1695927025525513000,1695927025525918000,405000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.000405,116.0,572839.5061728396,0.5064935064935064,1.9743589743589745,1,1,28265450,1695927000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695926929690560000,1695926932754111000,3063551000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.063551,110.0,107.71813493556986,330.0,0.0,1,1,28265448,1695926880
157.245.106.203,10.10.20.147,443,51063,6,1,1,0,54,54,0,54,54,0,1695926924095131000,1695926924095131000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265448,1695926880
10.10.20.147,157.245.106.203,51063,443,6,4,3,1,247,193,54,247,193,54,1695926924094629000,1695926924095009000,380000,0,0,0,4,1,0,1,0,-,0,0,0,-,-,-,61.75,0.045544043,0,1,0.00038,61.75,650000.0,3.574074074074074,0.27979274611398963,1,0,28265448,1695926880
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926881033748000,1695926942362914000,61329166000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.329166,62.5,8.152727855454614,1.0,1.0,1,0,28265448,1695926880
10.10.20.147,157.245.106.203,51063,443,6,14,6,8,3018,836,2182,3018,836,2182,1695926856639279000,1695926924094324000,67455045000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571,0.9967347,1,1,67.455045,215.57142857142858,44.74090855620955,0.383134738771769,2.610047846889952,1,0,28265447,1695926820
10.10.20.147,10.10.20.20,59760,53,17,2,1,1,168,76,92,168,76,92,1695926856533620000,1695926856638346000,104726000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00014629702,0,1,0.104726,84.0,1604.1861619846075,0.8260869565217391,1.2105263157894737,1,1,28265447,1695926820
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926760125299000,1695926821095224000,60969925000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.969925,62.5,8.200764557279674,1.0,1.0,1,0,28265446,1695926760
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695926689670090000,1695926692778407000,3108317000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.108317,110.0,106.16677771282659,330.0,0.0,1,1,28265444,1695926640
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926639793387000,1695926700170363000,60376976000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.376976,62.5,8.281302462051098,1.0,1.0,1,0,28265443,1695926580
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695926592255791000,1695926592255791000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265443,1695926580
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695926569652328000,1695926572793516000,3141188000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.141188,110.0,105.05579417723486,330.0,0.0,1,1,28265442,1695926520
10.10.20.147,10.10.20.20,57318,53,17,2,1,1,168,76,92,168,76,92,1695926553888122000,1695926553939301000,51179000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011682451,0,1,0.051179,84.0,3282.596377420426,0.8260869565217391,1.2105263157894737,1,1,28265442,1695926520
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926519479965000,1695926579838495000,60358530000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.35853,62.5,8.283833287523734,1.0,1.0,1,0,28265441,1695926460
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695926449648885000,1695926452726466000,3077581000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.077581,110.0,107.22707217129297,330.0,0.0,1,1,28265440,1695926400
10.10.20.147,10.10.20.20,64896,53,17,2,1,1,232,78,154,232,78,154,1695926425465756000,1695926425466188000,432000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.000432,116.0,537037.0370370371,0.5064935064935064,1.9743589743589745,1,1,28265440,1695926400
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926399148008000,1695926459508583000,60360575000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.360575,62.5,8.283552633486345,1.0,1.0,1,0,28265439,1695926340
10.10.20.147,10.10.20.20,51397,53,17,2,1,1,308,154,154,308,154,154,1695926329646804000,1695926329648254000,1450000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.00033189222,0,1,0.00145,154.0,212413.7931034483,1.0,1.0,1,1,28265438,1695926280
10.10.20.147,239.255.255.250,51267,1900,17,6,6,0,1074,1074,0,1074,1074,0,1695926329645917000,1695926344693610000,15047693000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.0,0.0014758334,0,1,15.047693,179.0,71.37306695451588,1074.0,0.0,1,1,28265438,1695926280
10.10.20.147,224.0.0.252,49711,5355,17,1,1,0,75,75,0,75,75,0,1695926329645892000,1695926329645892000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265438,1695926280
10.10.20.147,10.10.20.20,61277,53,17,2,1,1,257,89,168,257,89,168,1695926329645009000,1695926329645375000,366000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.5,0.000477263,0,1,0.000366,128.5,702185.7923497268,0.5297619047619048,1.8876404494382022,1,1,28265438,1695926280
10.10.20.147,157.245.106.203,51060,443,6,1,1,0,54,54,0,54,54,0,1695926315318299000,1695926315318299000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265438,1695926280
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695926278818781000,1695926278820606000,1825000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.0,0.00033655006,0,1,0.001825,162.0,177534.24657534246,1.0,1.0,1,1,28265437,1695926220
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926278802769000,1695926339178159000,60375390000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.37539,62.5,8.281520003431861,1.0,1.0,1,0,28265437,1695926220
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695926269675645000,1695926332677752000,63002107000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.0010728003,0,1,63.002107,110.0,10.475840117537656,660.0,0.0,1,1,28265437,1695926220
10.10.20.147,157.245.106.203,51060,443,6,14,7,7,2987,890,2097,2987,890,2097,1695926251643448000,1695926314052536000,62409088000,2,1,1,13,1,0,6,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,213.357,0.99678266,1,1,62.409088,213.35714285714286,47.86161912829106,0.424415832141154,2.356179775280899,1,0,28265437,1695926220
10.10.20.147,10.10.20.20,63516,53,17,2,1,1,168,76,92,168,76,92,1695926251584698000,1695926251642706000,58008000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00011885788,0,1,0.058008,84.0,2896.1522548613984,0.8260869565217391,1.2105263157894737,1,1,28265437,1695926220
10.10.20.147,10.10.20.20,51059,445,6,20,11,9,2287,1120,1167,2287,1120,1167,1695926216833286000,1695926280161502000,63328216000,0,0,0,20,0,1,12,0,-,0,0,0,-,-,-,114.35,0.09242629,0,1,63.328216,114.35,36.11344428208747,0.9597257926306769,1.0419642857142857,1,1,28265436,1695926160
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695926158492554000,1695926218848837000,60356283000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.356283,62.5,8.284141685795992,1.0,1.0,1,0,28265435,1695926100
10.10.20.147,10.10.20.20,51093,389,6,16,8,8,6748,2778,3970,6748,2778,3970,1695930204853931000,1695930204857508000,3577000,2,1,1,15,0,1,7,0,-,0,0,0,-,-,-,421.75,0.22634242,0,1,0.003577,421.75,1886497.0645792563,0.6997481108312342,1.4290856731461483,1,1,28265503,1695930180
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695926149665270000,1695926152681234000,3015964000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.015964,110.0,109.41775167077591,330.0,0.0,1,1,28265435,1695926100
10.10.20.147,10.10.20.20,51056,49669,6,1,1,0,54,54,0,54,54,0,1695926130961145000,1695926130961145000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265435,1695926100
10.10.20.20,10.10.20.147,49669,51056,6,2,2,0,108,108,0,108,108,0,1695926130960796000,1695926130960897000,101000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.0026246407,0,1,0.000101,54.0,1069306.9306930692,108.0,0.0,1,1,28265435,1695926100
10.10.20.147,10.10.20.20,51055,135,6,1,1,0,54,54,0,54,54,0,1695926110946524000,1695926110946524000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265435,1695926100
10.10.20.20,10.10.20.147,135,51055,6,2,2,0,108,108,0,108,108,0,1695926110946150000,1695926110946286000,136000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.0026246407,0,1,0.000136,54.0,794117.6470588235,108.0,0.0,1,1,28265435,1695926100
10.10.20.20,10.10.20.147,389,51058,6,1,1,0,54,54,0,54,54,0,1695926096781546000,1695926096781546000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.0,0.05866665,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265434,1695926040
10.10.20.20,10.10.20.147,389,51058,6,1,1,0,54,54,0,54,54,0,1695926096781416000,1695926096781416000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9561342,1,1,0.0,54.0,0.0,54.0,0.0,1,1,28265434,1695926040
10.10.20.147,10.10.20.20,51059,445,6,141,72,69,37917,18265,19652,37917,18265,19652,1695926096746199000,1695926186821573000,90075374000,2,1,1,140,0,0,124,0,-,0,0,0,-,-,-,268.915,0.03627978,0,1,90.075374,268.9148936170213,420.94746117845705,0.9294219417870955,1.0759375855461264,1,1,28265434,1695926040
